Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-07-21,28 Years Later,2025,https://boxd.it/apAaGj,3,Yes,,2025-06-24
2025-08-25,Black Swan,2010,https://boxd.it/aR0xjH,5,,,2025-08-24
2025-09-12,Taxi Driver,1976,https://boxd.it/b2q96v,4,,,2025-09-10
