Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-05-30,Bring Her Back,2025,https://boxd.it/9QyXCr,4.5,,WHAT THE FUCK,,2025-05-29
2026-01-07,Primate,2025,https://boxd.it/cu4L7n,2,,360 needle drop was fire,,2026-01-05
