Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-01-15,Skinamarink,2022,https://boxd.it/3HXtxR,0.5,,"I don’t usually write reviews for movies but this movie inspired passion into me. That passion was hatred. This movie is fucking lazy & boring. It’s not the scariest movie of the year. It’s basically footage of walls & legos that lead up to the corniest stupid jump scare you’ll ever see in your life. This entire film feels like if someone who made prank screamer videos got to make a horror movie. It’s like going to a comedy show but the comedian doesn’t crack a joke, he just walks up to you and tickles you. Sure you laughed, but it wasn’t earned whatsoever. I like concept of a movie that tries to emulate what it feels like to be a scared little kid. But this movie takes that concept and melts it down to a stupid creepypasta made by a 12 year old. I can’t stress enough how unearned the horror is in this movie. Showing quiet footage of something and abruptly cutting to a poorly edited “cursed face” image is not horror. It’s a tactic used by YouTube Poops. It’s a tactic used by internet prank videos from 2008. That all being said, there is a scene I did enjoy from this movie. That was the “Go under the bed” scene. Genuinely unsettling & extremely tense. But outside of that this movie feels pointless. It feels effortlessly corny. It somehow checks off several modern horror cliches with barely having dialogue. Skinamarink purposely makes you bored so it’s jumpscare can work better. That’s not good filmmaking. 

This movie is a total gimmick. I get why some would like it but it doesn’t resonate with me AT ALL. One of the least enjoyable horror movies I’ve ever seen.",,2023-01-14
2023-04-20,Beau Is Afraid,2023,https://boxd.it/48Ofvx,4.5,,"Beau is afraid is like if one of those weird adult swim 3 am shorts were turned into an entire 3 hour epic.

When people say this movie is a nightmare they aren’t lying. It quite literally feels like one of those unnecessarily absurd & frustrating nightmares where every possible thing goes wrong. That’s not to say that’s the movies only goal, or even a goal it has. This movies motives are simultaneously shoved in your face yet mysterious & confusing and up to interpretation.

This movie is just endlessly entertaining with many different ways to interpret nearly every aspect. Low 9",,2023-04-19
2023-06-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4jTQpb,4.5,,"This movie is pretty damn awesome. It really just is unfortunate that this is only part 1 though, it really makes it hard to overcome the greatness of into the spiderverse when you’re only telling half a story. Fortunately though this movie is a total upgrade in everything except you know, completing the story that was set out. Slicker visuals, funnier gags, greater action set pieces & new great character/villains. Hell, this movie even has way better fan service than No Way Home. I was grinning from ear to ear at multiple sections throughout this movie. But that all being said, I left the theater a bit underwhelmed solely because it wraps up with more loose ends than it started with. On the contrary, Into the spiderverse was tight knit. But this movie still serves as an ultimate spectacle that is worth your time & has made me insanely hype for part 3. It’s crazy that these people made Clone High lol.",,2023-06-01
2024-07-17,Longlegs,2024,https://boxd.it/6TBAhf,2.5,,"Are we gonna pretend that this movie isn’t just a shitty Blumhouse movie coated in more stylized paint? Like the movie literally ends up boiling down to the devil is scary, evil dolls and eyerolling character decisions. It’s not much different from the movies your average horror connoisseur would shit on.

The opening scene is brilliant and unnerving but the movie just nosedives from there on out. Longlegs wears the Se7en/Silence of the lambs/etc influence on its sleeve but with none of the satisfying storytelling techniques. It’s literally a ton of useless exposition all culminating in a reveal that’s predictable from a mile away. This movie also just has nothing to say Ngl. I keep seeing the barbarian comparisons for this movie but barbarian had a clear cut message and purpose. This is just contrived horror BS for the sake of contrived horror BS while being presented in a cool way. But that “cool way” isn’t even close to as cool as the horror genre offers. This movies best moments feel like rehashes of other movies. Like one of the most shocking moments is just a watered down version of the most shocking moment from talk to me. 

And the elephant in the room is Cage’s performance. And it’s fine. I don’t hate it, but it’s just not scary Lol. It’s funny af, it’s interesting to watch, it’s a dominating screen presence for sure. But there isn’t much past “Wow he’s going crazy!!!!”. There isn’t nuisance or intrigue about his character. It’s a pretty lame depiction of a psychopath but Cage gives it his all anyways. 

But whatever. I don’t want to be a hater. I don’t completely think this is a useless experience but it’s not moving me whatsoever. It’s a shame because I really enjoyed the opening scene and the marketing. I thought I was in for a classic after those opening credits. And to some, this is a classic. More power to them for enjoying something I couldn’t.",,2024-07-16
2024-12-26,Nosferatu,2024,https://boxd.it/8axWYj,4,,Nosferatu lowkey look like dr robotnik Jim Carrey,,2024-12-25
2025-01-25,Presence,2024,https://boxd.it/8B4Sgx,1.5,,"Unintentionally hilarious. I couldn’t tell if this was a parody for much longer than I would want to admit. Cool concept, horrible execution.",watched with paityne 2025,2025-01-24
2025-12-26,Marty Supreme,2025,https://boxd.it/ceV0eX,5,,"This is what sports are all about. Beautiful, hilarious and perfect",,2025-12-25
2026-04-05,The Drama,2026,https://boxd.it/dPYsq5,4,,"Decided I’m gonna just start writing reviews cause that’s the point of letterboxd. But I liked this, I really like the stance it takes on relationships by the end of the movie. 

A lot of this movie is quite thought provoking, really making your brain race on how you’d answer certain questions, where you’d lie on certain issues, etc. The movies also pretty hilarious, while maintaining a really strange tone. Sometimes it feels wrong to laugh, but it’s hard not to with the ridiculousness of it all. I think honestly my only big problem with this movie is the ridiculousness of it all, it does make it hard to completely emotionally connect to the situation because of how Curb Your Enthusiasm-esque it gets. 

The movies also very aesthetical which is always a plus. The editing and pacing are very satisfying and entertaining, I really like how the movie randomly hops into “hypothetical situations” showcasing characters anxieties without handholding. The set design is also super cool, really has a clean feel to everything. Both performances from RobPat and Zendaya are really convincing and the movies carried by them in a lot of ways. 

Anyways, tldr: Movies pretty based, entertaining and funny. But kinda hard to completely connect to emotionally",,2026-04-04
2026-04-12,Faces of Death,2026,https://boxd.it/dWgaqh,1,,This stinks bro. Complete mustard beanball. Just complete ass. Complete lack of an aesthetic and forced cliches and tropes. Really tries to cosplay a Korean thriller but just genuinely feels like Tubi core. Honestly a somewhat interesting initial premise but then goes in the most boring and possible direction. Some of the dialogue sounds exactly like ChatGPT. Like just shockingly bad acting too. One of the worst movies I’ve seen in theaters in years.,,2026-04-11
