Date,Name,Year,Letterboxd URI
2021-09-29,Malignant,2021,https://boxd.it/mViE
2021-09-29,Candyman,2021,https://boxd.it/kHFg
2021-09-29,Soul,2020,https://boxd.it/ioLA
2021-09-29,The Suicide Squad,2021,https://boxd.it/fw6O
2021-09-29,Black Widow,2021,https://boxd.it/hWV8
2021-09-29,Cruella,2021,https://boxd.it/bbKg
2021-09-29,Judas and the Black Messiah,2021,https://boxd.it/lsew
2021-09-29,Godzilla vs. Kong,2021,https://boxd.it/e0qK
2021-09-29,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,https://boxd.it/rNS0
2021-09-29,Fear Street: 1994,2021,https://boxd.it/lLBk
2021-09-29,Sonic the Hedgehog,2020,https://boxd.it/gdK8
2021-09-29,Freaky,2020,https://boxd.it/ka42
2021-09-29,Bad Trip,2021,https://boxd.it/lgRG
2021-09-29,Spiral: From the Book of Saw,2021,https://boxd.it/meXk
2021-09-29,Bill & Ted Face the Music,2020,https://boxd.it/i7BI
2021-09-29,Horse Girl,2020,https://boxd.it/oioi
2021-09-29,Parasite,2019,https://boxd.it/hTha
2021-09-29,Knives Out,2019,https://boxd.it/jWEA
2021-09-29,Jojo Rabbit,2019,https://boxd.it/iEBG
2021-09-29,Avengers: Endgame,2019,https://boxd.it/9vE4
2021-09-29,Uncut Gems,2019,https://boxd.it/gXGc
2021-09-29,Spider-Man: Far From Home,2019,https://boxd.it/fegG
2021-09-29,Booksmart,2019,https://boxd.it/igNS
2021-09-29,Captain Marvel,2019,https://boxd.it/9vSA
2021-09-29,The Irishman,2019,https://boxd.it/dYOq
2021-09-29,Toy Story 4,2019,https://boxd.it/9ALu
2021-09-29,It Chapter Two,2019,https://boxd.it/h10u
2021-09-29,Shazam!,2019,https://boxd.it/8WBu
2021-09-29,Frozen II,2019,https://boxd.it/aPvo
2021-09-29,The Lion King,2019,https://boxd.it/eSjI
2021-09-29,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q
2021-09-29,Godzilla: King of the Monsters,2019,https://boxd.it/cY7Y
2021-09-29,The Peanut Butter Falcon,2019,https://boxd.it/gzu2
2021-09-29,Jumanji: The Next Level,2019,https://boxd.it/ixu4
2021-09-29,A Beautiful Day in the Neighborhood,2019,https://boxd.it/i7vA
2021-09-29,Joker,2019,https://boxd.it/h4cS
2021-09-29,The Lego Movie 2: The Second Part,2019,https://boxd.it/8BAU
2021-09-29,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY
2021-09-29,Avengers: Infinity War,2018,https://boxd.it/9vEe
2021-09-29,Black Panther,2018,https://boxd.it/8MHs
2021-09-29,Hereditary,2018,https://boxd.it/hNVe
2021-09-29,A Quiet Place,2018,https://boxd.it/fVJQ
2021-09-29,Incredibles 2,2018,https://boxd.it/7IPg
2021-09-29,Deadpool 2,2018,https://boxd.it/dlLM
2021-09-29,Ant-Man and the Wasp,2018,https://boxd.it/cqUW
2021-09-29,Sorry to Bother You,2018,https://boxd.it/f21E
2021-09-29,Solo: A Star Wars Story,2018,https://boxd.it/bGWs
2021-09-29,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc
2021-09-29,Ralph Breaks the Internet,2018,https://boxd.it/edAy
2021-09-29,Halloween,2018,https://boxd.it/f0uE
2021-09-29,Thor: Ragnarok,2017,https://boxd.it/8MHi
2021-09-29,Baby Driver,2017,https://boxd.it/bhF2
2021-09-29,Coco,2017,https://boxd.it/bYJQ
2021-09-29,Spider-Man: Homecoming,2017,https://boxd.it/aboM
2021-09-29,It,2017,https://boxd.it/bC8e
2021-09-29,Star Wars: The Last Jedi,2017,https://boxd.it/5xme
2021-09-29,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC
