Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-10-05,Challengers,2024,https://boxd.it/7tpRgt,4,,,2024-10-04
2024-10-05,Hundreds of Beavers,2022,https://boxd.it/7txwTl,4.5,,,2024-10-04
